Nature,Bashful,Bashful,Bashful,,,
Moves,,,,,,
,,,,,,
,,,,,,
,,,,,,
Name,Triathlete Pablo,,,,,
Pokémon,,,,,,
,Crustle,Tyranitar,Sneasler,Delphox,Kingdra,Aerodactyl-Mega
Level,89 ,89 ,89 ,89 ,89 ,90 
Held Item,Red Card,Choice Band,Life Orb,Focus Sash,Leftovers,Aerodactylite
Ability,Sturdy,Sand Stream,Inner Focus,Magic Guard,Sniper,Tough Claws
Nature,Jolly,Jolly,Jolly,Timid,Jolly,Jolly
Moves,Stone Edge,Stone Edge,Close Combat,Overheat,Outrage,Stone Edge
,Earthquake,Crunch,Gunk Shot,Psychic,Waterfall,Dual Wingbeat
,Shell Smash,Pursuit,Knock Off,Laser Focus,Facade,Earthquake
,Stealth Rock,Heavy Slam,Swords Dance,Hypnosis,Dragon Dance,Hone Claws
,Route 127,,,,,
Name,Bird Keeper Camden & Battle Girl Donny [Double],,,,,
Pokémon,,,,,,
,Staraptor,Vikavolt,Hydreigon,Lucario,Toxicroak,Infernape
Level,86 ,86 ,85 ,86 ,87 ,87 
Held Item,Focus Sash,Lum Berry,Dark Gem,Life Orb,Black Sludge,Focus Sash
Ability,Intimidate,Levitate,Levitate,Inner Focus,Dry Skin,Blaze
Nature,Jolly,Modest,Timid,Timid,Timid,Hasty
Moves,Return,Thunderbolt,Dragon Pulse,Aura Sphere,Sludge Bomb,Close Combat
,Dual Wingbeat,Bug Buzz,Dark Pulse,Flash Cannon,Aura Sphere,Overheat
,Endeavor,Electroweb,Aura Sphere,Dark Pulse,Fake Out,Poison Jab
,Tailwind,Roost,Roost,Detect,Detect,Fake Out
Name,Bird Keeper Aidan & Cool Trainer Athena [Double],,,,,
Pokémon,,,,,,
,Bruxish,Samurott-Hisui,Hitmonlee,Incineroar,Pinsir-Mega,Cinderace
Level,89 ,89 ,89 ,89 ,90 ,89 
Held Item,Assault Vest,Life Orb,Normal Gem,Iapapa Berry,Pinsirite,Focus Sash
Ability,Dazzling,Torrent,Unburden,Intimidate,Aerilate,Libero
Nature,Jolly,Naive,Adamant,Jolly,Jolly,Jolly
Moves,Liquidation,Liquidation,Close Combat,Flare Blitz,Close Combat,Pyro Ball
,Psychic Fangs,Crunch,Retaliate,Throat Chop,Return,Gunk Shot
,Icy Wind,Sucker Punch,Acrobatics,Low Kick,Feint,Zen Headbutt
,Super Fang,Grass Knot,Fake Out,Fake Out,Swords Dance,Coaching
Name,Fisherman Roger & Black Belt Koji [Double],,,,,
Pokémon,,,,,,
,Banette-Mega,Grimmsnarl,Spiritomb,Ursaluna,Corviknight,Haxorus
Level,90 ,89 ,89 ,89 ,89 ,89 
Held Item,Banettite,Lum Berry,Leftovers,Leftovers,Weakness Policy,Dragon Gem
Ability,Prankster,Prankster,Pressure,Unnerve,Unnerve,Unnerve
Nature,Jolly,Impish,Bold,Careful,Careful,Jolly
Moves,Shadow Claw,Foul Play,Foul Play,High Horsepower,Dual Wingbeat,Dual Chop
,Foul Play,Fake Out,Hex,Body Slam,Body Press,Earthquake
,Swagger,Swagger,Psychic,Body Press,Bulk Up,Aqua Tail
,Thunder Wave,Thunder Wave,Hypnosis,Bulk Up,Roost,Swords Dance
Name,Fisherman Jonah [Optional],,,,,
Pokémon,,,,,,
,Ludicolo,Barraskewda,Lumineon,,,
Level,75 ,75 ,75 ,,,
Held Item,,,,,,
Ability,Swift Swim,Swift Swim,Swift Swim,,,
Nature,Bashful,Bashful,Bashful,,,
Moves,,,,,,
,,,,,,
,,,,,,
,,,,,,
Name,Fisherman Henry [Optional],,,,,
Pokémon,,,,,,
,Dhelmise,Stunfisk,,,,
Level,75 ,75 ,,,,
Held Item,,,,,,
Ability,Steelworker,Static,,,,
Nature,Bashful,Bashful,,,,
Moves,,,,,,
,,,,,,
,,,,,,
,,,,,,
,Route 128,,,,,
Name,Swimmer♀ Carlee & Swimmer♂ Harrison [Double],,,,,
Pokémon,,,,,,
,Samurott-Hisui,Decidueye-Hisui,Typhlosion-Hisui,Alakazam,Lapras,Volcarona
Level,90 ,90 ,90 ,90 ,91 ,90 
Held Item,Assault Vest,Fighting Gem,Fire Gem,Focus Sash,Leftovers,Charti Berry
Ability,Torrent,Scrappy,Blaze,Inner Focus,Water Absorb,Flame Body
Nature,Timid,Jolly,Timid,Timid,Timid,Timid
Moves,Hydro Pump,Close Combat,Fire Blast,Psychic,Blizzard,Heat Wave
,Dark Pulse,Leaf Blade,Heat Wave,Focus Blast,Scald,Bug Buzz
,Icy Wind,Knock Off,Shadow Ball,Light Screen,Freeze-Dry,Giga Drain
,Grass Knot,Tailwind,Protect,Reflect,Sheer Cold,Quiver Dance
Name,Cool Trainer Alexa [Optional],,,,,
Pokémon,,,,,,
,Florges,Ferrothorn,Araquanid,,,
Level,75 ,75 ,75 ,,,
Held Item,,,,,,
Ability,Flower Veil,Anticipation,Water Bubble,,,
Nature,Bashful,Bashful,Bashful,,,
Moves,,,,,,
,,,,,,
,,,,,,
,,,,,,
Name,Cool Trainer Ruben [Optional],,,,,
Pokémon,,,,,,
,Durant,Sceptile,,,,
Level,75 ,75 ,,,,
Held Item,,,,,,
Ability,Swarm,Overgrow,,,,
Nature,Bashful,Bashful,,,,
Moves,,,,,,
,,,,,,
,,,,,,
,,,,,,
Name,Triathlete Katelyn [Optional],,,,,
Pokémon,,,,,,
,Relicanth,Tentacruel,,,,
Level,75 ,75 ,,,,
Held Item,,,,,,
Ability,Swift Swim,Clear Body,,,,
Nature,Bashful,Bashful,,,,
Moves,,,,,,
,,,,,,
,,,,,,
,,,,,,
Name,Fisherman Wayne [Optional],,,,,
Pokémon,,,,,,
,Qwilfish,Swampert,Crawdaunt,,,
Level,75 ,75 ,75 ,,,
Held Item,,,,,,
Ability,Intimidate,Torrent,Hyper Cutter,,,
Nature,Bashful,Bashful,Bashful,,,
Moves,,,,,,
,,,,,,
,,,,,,
,,,,,,
Name,Triathlete Isaiah [Optional],,,,,
Pokémon,,,,,,
,Clawitzer,Eelektross,,,,
Level,75 ,75 ,,,,
Held Item,,,,,,
Ability,Mega Launcher,Levitate,,,,
Nature,Bashful,Bashful,,,,
Moves,,,,,,
,,,,,,
,,,,,,
,,,,,,
,Seafloor Cavern,,,,,
Name,Team Aqua Grunt Seafloor Cavern #1,,,,,
Pokémon,,,,,,
,Kingdra,Exeggutor-Alola,Honchkrow,Magnezone,Crobat,Gorebyss
Level,85 ,86 ,86 ,86 ,86 ,87 
Held Item,Scope Lens,Quick Claw,Scope Lens,Assault Vest,Life Orb,White Herb
Ability,Sniper,Harvest,Super Luck,Magnet Pull,Inner Focus,Swift Swim
Nature,Modest,Adamant,Jolly,Timid,Timid,Timid
Moves,Draco Meteor,Wood Hammer,Brave Bird,Thunder,Sludge Wave,Surf
,Octazooka,Explosion,Night Slash,Flash Cannon,Air Slash,Ice Beam
,Agility,Knock Off,Superpower,Hidden Power Grass,Giga Drain,Psychic
,Focus Energy,Low Kick,Substitute,Mirror Coat,Nasty Plot,Shell Smash
Name,Team Aqua Grunt Seafloor Cavern #2,,,,,
Pokémon,,,,,,
,Swampert,Gyarados,Haxorus,Muk-Alola,Roserade,Bruxish
Level,87 ,85 ,86 ,86 ,86 ,88 
Held Item,Rindo Berry,Wacan Berry,Lum Berry,Bright Powder,Bright Powder,Life Orb
Ability,Torrent,Intimidate,Mold Breaker,Poison Touch,Technician,Dazzling
Nature,Adamant,Jolly,Jolly,Adamant,Timid,Jolly
Moves,Earthquake,Waterfall,Outrage,Poison Jab,Energy Ball,Aqua Tail
,Liquidation,Earthquake,Iron Tail,Knock Off,Sludge Bomb,Psychic Fangs
,Avalanche,Ice Fang,Aqua Tail,Explosion,Hidden Power Fire,Aqua Jet
,Stealth Rock,Dragon Dance,Dragon Dance,Focus Punch,Sleep Powder,Crunch
Name,Team Aqua Grunt Seafloor Cavern #3,,,,,
Pokémon,,,,,,
,Cloyster,Malamar,Aerodactyl,Froslass,Crawdaunt,
Level,87 ,86 ,86 ,86 ,87 ,
Held Item,Bright Powder,Assault Vest,Choice Band,Bright Powder,Life Orb,
Ability,Overcoat,Contrary,Unnerve,Cursed Body,Adaptability,
Nature,Sassy,Careful,Jolly,Timid,Jolly,
Moves,Hydro Pump,Night Slash,Stone Edge,Freeze-Dry,Crabhammer,
,Explosion,Psycho Cut,Dual Wingbeat,Hex,Knock Off,
,Toxic Spikes,Superpower,Aqua Tail,Nasty Plot,Aqua Jet,
,Shell Smash,Facade,Pursuit,Sing,Swords Dance,
Name,Team Aqua Grunt Seafloor Cavern #4,,,,,
Pokémon,,,,,,
,Scolipede,Drednaw,Dhelmise,Huntail,,
Level,87 ,86 ,87 ,87 ,,
Held Item,Lum Berry,Leftovers,Quick Claw,White Herb,,
Ability,Speed Boost,Strong Jaw,Steelworker,Water Veil,,
Nature,Jolly,Jolly,Adamant,Jolly,,
Moves,Megahorn,Liquidation,Power Whip,Liquidation,,
,Aqua Tail,Stone Edge,Poltergeist,Crunch,,
,Baton Pass,Jaw Lock,Anchor Shot,Ice Fang,,
,Swords Dance,Stealth Rock,Synthesis,Shell Smash,,
Name,Team Aqua Grunt Seafloor Cavern #5,,,,,
Pokémon,,,,,,
,Ferrothorn,Sharpedo,Metagross,Zoroark,Salamence,Toxicroak
Level,87 ,88 ,87 ,87 ,87 ,87 
Held Item,Quick Claw,Bright Powder,Weakness Policy,Lum Berry,Life Orb,Focus Sash
Ability,Iron Barbs,Speed Boost,Clear Body,Illusion,Intimidate,Dry Skin
Nature,Brave,Rash,Careful,Timid,Naive,Timid
Moves,Gyro Ball,Hydro Pump,Meteor Mash,Night Daze,Draco Meteor,Sludge Bomb
,Explosion,Dark Pulse,Earthquake,Aura Sphere,Dual Wingbeat,Vacuum Wave
,Spikes,Psychic Fangs,Thunder Punch,Extrasensory,Earthquake,Dark Pulse
,Stealth Rock,Protect,Agility,Nasty Plot,Dragon Dance,Nasty Plot
Name,Aqua Admin Shelly,,,,,
Pokémon,,,,,,
,Tapu Fini,Hawlucha,Gengar,Darmanitan-Galar,Kyurem,Slowbro-Mega
Level,89 ,88 ,88 ,88 ,89 ,90 
Held Item,Leftovers,Misty Seed,Focus Sash,Choice Band,Leftovers,Slowbronite
Ability,Misty Surge,Unburden,Levitate,Gorilla Tactics,Pressure,Shell Armor
Nature,Timid,Adamant,Timid,Jolly,Timid,Calm
Moves,Surf,Close Combat,Sludge Wave,Icicle Crash,Ice Beam,Psychic
,Moonblast,Acrobatics,Shadow Ball,U-turn,Freeze-Dry,Surf
,Nature's Madness,Stone Edge,Destiny Bond,,Earth Power,Calm Mind
,Taunt,Swords Dance,Mean Look,,Roost,Slack Off
Name,Aqua Leader Archie [Boss],,,,,
Pokémon,,,,,,
,Kyogre,Overqwil,Serperior,Aegislash,Zapdos,Swampert-Mega
Level,90 ,89 ,89 ,89 ,90 ,90 
Held Item,Custap Berry,Life Orb,Leftovers,Weakness Policy,Iapapa Berry,Swampertite
Ability,Drizzle,Swift Swim,Contrary,Stance Change,Static,Swift Swim
Nature,Hasty,Adamant,Timid,Timid,Timid,Jolly
Moves,Origin Pulse,Gunk Shot,Leaf Storm,Flash Cannon,Hurricane,Earthquake
,Liquidation,Throat Chop,Glare,Shadow Ball,Thunder,Liquidation
,Thunder,Waterfall,Leech Seed,Autotomize,Weather Ball,Ice Punch
,Ice Beam,Swords Dance,Substitute,King's Shield,Roost,Power-Up Punch
,Route 129 [Erratic Weather],,,,,
Name,Swimmer♂ Reed,,,,,
Pokémon,,,,,,
,Stunfisk,Greninja,Cloyster,Archeops,Arcanine,Jolteon
Level,89 ,88 ,88 ,87 ,87 ,87 
Held Item,Shuca Berry,Focus Sash,White Herb,Power Herb,Leftovers,Life Orb
Ability,Static,Protean,Skill Link,Defeatist,Intimidate,Volt Absorb
Nature,Modest,Naive,Naive,Timid,Timid,Timid
Moves,Earth Power,Dark Pulse,Icicle Spear,Meteor Beam,Flamethrower,Thunderbolt
,Discharge,Gunk Shot,Weather Ball,Air Slash,Solar Beam,Volt Switch
,Foul Play,Hidden Power Fire,Rock Blast,Heat Wave,Scorching Sands,Hidden Power Grass
,Stealth Rock,Spikes,Shell Smash,Endeavor,Roar,Weather Ball
Name,Triathlete Chase & Triathlete Allison [Double],,,,,
Pokémon,,,,,,
,Coalossal,Heliolisk,Lapras,Bruxish,Toucannon,Nidoking
Level,88 ,87 ,88 ,88 ,88 ,88 
Held Item,Weakness Policy,Life Orb,Ice Gem,Light Clay,Life Orb,Focus Sash
Ability,Steam Engine,Solar Power,Shell Armor,Dazzling,Sheer Force,Sheer Force
Nature,Rash,Timid,Timid,Jolly,Hasty,Timid
Moves,Burn Up,Thunderbolt,Ice Beam,Psychic Fangs,Brave Bird,Sludge Bomb
,Stone Edge,Dragon Pulse,Freeze-Dry,Aqua Jet,Heat Wave,Earth Power
,Heat Wave,Weather Ball,Solar Beam,Light Screen,Bullet Seed,Flamethrower
,Solar Beam,Grass Knot,Weather Ball,Reflect,Tailwind,Thunderbolt
Name,Swimmer♀ Tisha,,,,,
Pokémon,,,,,,
,Copperajah,Vaporeon,Comfey,Falinks,Beartic,Poliwrath
Level,87 ,88 ,88 ,88 ,87 ,88 
Held Item,Focus Sash,Leftovers,Pixie Plate,Lum Berry,Life Orb,Sitrus Berry
Ability,Heavy Metal,Hydration,Triage,Defiant,Swift Swim,Swift Swim
Nature,Adamant,Timid,Modest,Jolly,Jolly,Jolly
Moves,Heavy Slam,Scald,Dazzling Gleam,Close Combat,Icicle Crash,Liquidation
,Power Whip,Acid Armor,Draining Kiss,Poison Jab,Liquidation,Drain Punch
,Earthquake,Baton Pass,Calm Mind,Throat Chop,Body Press,Belly Drum
,Stealth Rock,Rest,Leech Seed,No Retreat,Throat Chop,Hypnosis
Name,Swimmer♂ Clarence,,,,,
Pokémon,,,,,,
,Dragonite,Magnezone,Jynx,Armaldo,Tentacruel,Seismitoad
Level,88 ,87 ,87 ,87 ,88 ,88 
Held Item,Yache Berry,Custap Berry,Focus Sash,Lum Berry,Black Sludge,Life Orb
Ability,Inner Focus,Sturdy,Dry Skin,Swift Swim,Rain Dish,Swift Swim
Nature,Naive,Quiet,Timid,Jolly,Timid,Naive
Moves,Dragon Claw,Thunder,Psychic,Stone Edge,Scald,Earth Power
,Hurricane,Flash Cannon,Freeze-Dry,Leech Life,Protect,Power Whip
,Hydro Pump,Explosion,Aura Sphere,Earthquake,Substitute,Sludge Bomb
,Thunder,Hidden Power Grass,Nasty Plot,Swords Dance,Toxic,Weather Ball
,Route 130,,,,,
Name,Swimmer♂ Rodney,,,,,
Pokémon,,,,,,
,Mantine,Gourgeist-Small,Drifblim,Masquerain,Blastoise,Pyukumuku
Level,89 ,88 ,88 ,88 ,89 ,90 
Held Item,Water Gem,Lum Berry,Focus Sash,Life Orb,Leftovers,Leftovers
Ability,Swift Swim,Insomnia,Aftermath,Intimidate,Rain Dish,Innards Out
Nature,Modest,Jolly,Naive,Timid,Calm,Calm
Moves,Hydro Pump,Power Whip,Shadow Ball,Bug Buzz,Scald,Double Team
,Hurricane,Poltergeist,Explosion,Air Slash,Body Press,Recover
,Ice Beam,Shadow Sneak,Weather Ball,Hydro Pump,Iron Defense,Soak
,Roost,Explosion,Thunder Wave,Stun Spore,Protect,Toxic
Name,Swimmer♀ Katie,,,,,
Pokémon,,,,,,
,Kingdra,Rotom-Mow,Toxicroak,Goodra,Durant,Drednaw
Level,89 ,88 ,88 ,88 ,88 ,89 
Held Item,Dragon Gem,Iapapa Berry,Life Orb,Leftovers,Bug Gem,Choice Band
Ability,Swift Swim,Levitate,Dry Skin,Hydration,Hustle,Swift Swim
Nature,Modest,Naive,Jolly,Impish,Jolly,Jolly
Moves,Hydro Pump,Thunder,Gunk Shot,Breaking Swipe,First Impression,Head Smash
,Dragon Pulse,Leaf Storm,Cross Chop,Aqua Tail,Iron Head,Liquidation
,Hurricane,Signal Beam,Sucker Punch,Curse,Leech Life,
,Ice Beam,Nasty Plot,Swords Dance,Rest,Rock Slide,
Name,Swimmer♂ Santiago [Optional],,,,,
Pokémon,,,,,,
,Zoroark-Hisui,Starmie,Dragonite,,,
Level,80 ,80 ,80 ,,,
Held Item,,,,,,
Ability,Illusion,Natural Cure,Inner Focus,,,
Nature,Bashful,Bashful,Bashful,,,
Moves,,,,,,
,,,,,,
,,,,,,
,,,,,,
,Route 131,,,,,
Name,Swimmer♂ Zappator,,,,,
Pokémon,,,,,,
,Overqwil,Talonflame,Slurpuff,Venusaur,Electivire,Slowking
Level,90 ,89 ,89 ,88 ,90 ,90 
Held Item,Lum Berry,Flying Gem,Fairy Gem,Focus Sash,Life Orb,Colbur Berry
Ability,Intimidate,Flame Body,Unburden,Chlorophyll,Vital Spirit,Regenerator
Nature,Jolly,Naive,Timid,Modest,Hasty,Modest
Moves,Throat Chop,Flare Blitz,Dazzling Gleam,Solar Beam,Wild Charge,Psychic
,Explosion,Acrobatics,Flamethrower,Earth Power,Earthquake,Flamethrower
,Spikes,Solar Beam,Psychic,Weather Ball,Ice Punch,Ice Beam
,Toxic Spikes,Roost,Calm Mind,Growth,Weather Ball,Grass Knot
Name,Triathlete Xayah,,,,,
Pokémon,,,,,,
,Komala,Charizard,Silvally-Ghost,Gliscor,Gastrodon,Primarina
Level,90 ,89 ,89 ,89 ,90 ,90 
Held Item,Chople Berry,Charcoal,Ghost Memory,Flying Gem,Rindo Berry,Leftovers
Ability,Comatose,Solar Power,RKS System,Hyper Cutter,Sticky Hold,Torrent
Nature,Adamant,Timid,Hasty,Jolly,Bold,Bold
Moves,Return,Flamethrower,Multi-Attack,Earthquake,Earth Power,Moonblast
,Wood Hammer,Flame Charge,Explosion,Acrobatics,Weather Ball,Psychic
,Earthquake,Solar Beam,Flamethrower,Roost,Recover,Weather Ball
,Play Rough,Roost,Grass Pledge,Swords Dance,Toxic,Calm Mind
Name,Sis And Bro Reli And Ian [Double],,,,,
Pokémon,,,,,,
,Victreebel,Aerodactyl,Cinderace,Mimikyu,Ursaluna,Sharpedo
Level,90 ,90 ,90 ,89 ,89 ,91 
Held Item,Focus Sash,Rock Gem,Iapapa Berry,Fairy Gem,Assault Vest,Life Orb
Ability,Chlorophyll,Unnerve,Libero,Disguise,Unnerve,Speed Boost
Nature,Lonely,Adamant,Jolly,Jolly,Sassy,Jolly
Moves,Solar Blade,Stone Edge,Pyro Ball,Play Rough,Return,Crunch
,Gunk Shot,Dual Wingbeat,Low Sweep,Shadow Claw,High Horsepower,Close Combat
,Weather Ball,Protect,Super Fang,Shadow Sneak,Stone Edge,Psychic Fangs
,Sleep Powder,Stealth Rock,Coaching,Swords Dance,Payback,Protect
Name,Swimmer♂ Herman,,,,,
Pokémon,,,,,,
,Araquanid,Eelektross,Scrafty,Metagross,Porygon-Z,Jellicent
Level,91 ,91 ,89 ,89 ,90 ,91 
Held Item,Coba Berry,Assault Vest,Life Orb,Iapapa Berry,Chople Berry,Mystic Water
